reactants,products
C N . F c 1 c c c ( - c 2 n n 3 c ( Cl ) c c c c 3 c 2 - c 2 c c n c c 2 ) c c 1 ,C N c 1 c c c c 2 c ( - c 3 c c n c c 3 ) c ( - c 3 c c c ( F ) c c 3 ) n n 1 2
O = [N+] ( [O-] ) O . O c 1 c c n c 2 c c ( O C c 3 c c c c c 3 ) c c c 1 2 ,O = [N+] ( [O-] ) c 1 c n c 2 c c ( O C c 3 c c c c c 3 ) c c c 2 c 1 O
O = P ( Cl ) ( Cl ) Cl . O = [N+] ( [O-] ) c 1 c n c 2 c c ( O C c 3 c c c c c 3 ) c c c 2 c 1 O ,O = [N+] ( [O-] ) c 1 c n c 2 c c ( O C c 3 c c c c c 3 ) c c c 2 c 1 Cl
O = C ( c 1 c c c ( O c 2 c c c ( S ( = O ) ( = O ) O ) c c 2 ) c c 1 ) c 1 c c ( Cl ) c c c 1 Cl . O = P ( Cl ) ( Cl ) Cl ,O = C ( c 1 c c c ( O c 2 c c c ( S ( = O ) ( = O ) Cl ) c c 2 ) c c 1 ) c 1 c c ( Cl ) c c c 1 Cl
I I . N # C c 1 n c c c c 1 F ,N # C c 1 n c c c ( I ) c 1 F
F [B-] ( F ) ( F ) F . N C ( = O ) c 1 n c c ( Br ) c c 1 N ,N C ( = O ) c 1 n c c ( Br ) c c 1 F
N C ( = O ) c 1 n c c ( Br ) c c 1 F . [OH-] ,O = C ( O ) c 1 n c c ( Br ) c c 1 F
Cl I . N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ,N c 1 c c c ( C ( F ) ( F ) F ) c c 1 I
C O c 1 c c c c c 1 B ( O ) O . O c 1 n c n c 2 c c c ( Br ) c c 1 2 ,C O c 1 c c c c c 1 - c 1 c c c 2 n c n c ( O ) c 2 c 1
C O c 1 c c c c c 1 - c 1 c c c 2 n c n c ( O ) c 2 c 1 . O = P ( Cl ) ( Cl ) Cl ,C O c 1 c c c c c 1 - c 1 c c c 2 n c n c ( Cl ) c 2 c 1
O = C ( O ) c 1 c c c ( Br ) o 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c c ( - c 2 c c c c c 2 ) o 1
O = C ( O ) c 1 c c n c ( Br ) c 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c n c ( - c 2 c c c c c 2 ) c 1
O = C ( O ) c 1 c c n c ( - c 2 c c c c c 2 ) c 1 . c 1 c c c c c 1 ,C O C ( = O ) c 1 c c n c ( - c 2 c c c c c 2 ) c 1
O = C ( O ) c 1 c n c c ( Br ) c 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c n c c ( - c 2 c c c c c 2 ) c 1
O = C ( O ) c 1 c c c ( O ) c ( Br ) c 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c c ( O ) c ( - c 2 c c c c c 2 ) c 1
O = C ( O ) c 1 c c c c ( Br ) n 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c c c ( - c 2 c c c c c 2 ) n 1
C S c 1 n c c ( - c 2 c c c c c 2 ) c ( O ) n 1 . O = P ( Cl ) ( Cl ) Cl ,C S c 1 n c c ( - c 2 c c c c c 2 ) c ( Cl ) n 1
C N c 1 n c ( Cl ) n c c 1 [N+] ( = O ) [O-] . N c 1 c c c ( Cl ) c ( Cl ) c 1 ,C N c 1 n c ( N c 2 c c c ( Cl ) c ( Cl ) c 2 ) n c c 1 [N+] ( = O ) [O-]
C N c 1 n c ( N c 2 c c c ( Cl ) c c 2 ) n c c 1 [N+] ( = O ) [O-] ,C N c 1 n c ( N c 2 c c c ( Cl ) c c 2 ) n c c 1 N
O = C ( [O-] ) O . O c 1 c c c 2 n c ( S ) o c 2 c 1 ,C S c 1 n c 2 c c c ( O ) c c 2 o 1
C O c 1 c c c 2 c ( O ) n o c 2 c 1 . c 1 c c c 2 o n c c 2 c 1 ,C C O c 1 n o c 2 c c ( O C ) c c c 1 2
C O c 1 c c c 2 n n c c ( O ) c 2 c 1 . O = P ( Cl ) ( Cl ) Cl ,C O c 1 c c c 2 n n c c ( Cl ) c 2 c 1
C O c 1 c c c 2 n n c c ( Cl ) c 2 c 1 ,O c 1 c c c 2 n n c c ( Cl ) c 2 c 1
C O c 1 c c c 2 n c ( Cl ) c n c 2 c 1 ,O c 1 c c c 2 n c ( Cl ) c n c 2 c 1
C O c 1 c c n 2 n c ( - c 3 c c c ( F ) c c 3 ) c ( - c 3 c c n c c 3 ) c 2 c 1 ,O c 1 c c n 2 n c ( - c 3 c c c ( F ) c c 3 ) c ( - c 3 c c n c c 3 ) c 2 c 1
N # C c 1 c c c 2 c ( - c 3 c c n c c 3 ) c ( - c 3 c c c ( F ) c c 3 ) n n 2 c 1 . [OH-] ,N C ( = O ) c 1 c c c 2 c ( - c 3 c c n c c 3 ) c ( - c 3 c c c ( F ) c c 3 ) n n 2 c 1
C S ( = O ) ( = O ) c 1 c c c ( F ) c c 1 . [SH-] ,C S ( = O ) ( = O ) c 1 c c c ( S ) c c 1
O = C ( O ) c 1 c c 2 c c c c c 2 o 1 ,O C c 1 c c 2 c c c c c 2 o 1
Br c 1 c c c o 1 . O = C c 1 c c c c c 1 O B ( O ) O ,O = C c 1 c c c c c 1 - c 1 c c c o 1
Br c 1 c n c c ( Br ) c 1 . C [O-] ,C O c 1 c n c c ( Br ) c 1
N c 1 c c ( - c 2 c c c ( F ) c c 2 ) s c 1 S ( N ) ( = O ) = O . O = C = N S ( = O ) ( = O ) Cl ,N C ( = O ) N c 1 c c ( - c 2 c c c ( F ) c c 2 ) s c 1 S ( N ) ( = O ) = O
Br Br . C c 1 c c c 2 c ( O ) n o c 2 c 1 ,C c 1 c c 2 o n c ( O ) c 2 c c 1 Br
O = C ( O ) c 1 c c c c c 1 O . O = S ( = O ) ( O ) O ,O = C ( O ) c 1 c c ( S ( = O ) ( = O ) O ) c c c 1 O
C N . O = [N+] ( [O-] ) c 1 c n c ( Cl ) n c 1 Cl ,C N c 1 n c ( Cl ) n c c 1 [N+] ( = O ) [O-]
O = [N+] ( [O-] ) c 1 c c c ( - c 2 c c c c c 2 ) c ( C ( F ) ( F ) F ) c 1 ,N c 1 c c c ( - c 2 c c c c c 2 ) c ( C ( F ) ( F ) F ) c 1
N C ( = O ) c 1 [nH] c 2 c c c c c 2 c 1 N c 1 c c n c c 1 ,N C c 1 [nH] c 2 c c c c c 2 c 1 N c 1 c c n c c 1
Br C c 1 c c c c c 1 . O = [N+] ( [O-] ) c 1 c ( O ) c c n c 1 O ,O = c 1 c ( [N+] ( = O ) [O-] ) c ( O ) c c n 1 C c 1 c c c c c 1
O = P ( Cl ) ( Cl ) Cl . O = c 1 c ( [N+] ( = O ) [O-] ) c ( O ) c c n 1 C c 1 c c c c c 1 ,O = c 1 c ( [N+] ( = O ) [O-] ) c ( Cl ) c c n 1 C c 1 c c c c c 1
N . O = c 1 c ( [N+] ( = O ) [O-] ) c ( Cl ) c c n 1 C c 1 c c c c c 1 ,N c 1 c c n ( C c 2 c c c c c 2 ) c ( = O ) c 1 [N+] ( = O ) [O-]
N c 1 c c n ( C c 2 c c c c c 2 ) c ( = O ) c 1 [N+] ( = O ) [O-] ,N c 1 c c n ( C c 2 c c c c c 2 ) c ( = O ) c 1 N
C n 1 c ( = O ) c ( [N+] ( = O ) [O-] ) c ( Cl ) c 2 c c c n c 2 1 . N ,C n 1 c ( = O ) c ( [N+] ( = O ) [O-] ) c ( N ) c 2 c c c n c 2 1
C n 1 c ( = O ) c ( [N+] ( = O ) [O-] ) c ( N ) c 2 c c c n c 2 1 ,C n 1 c ( = O ) c ( N ) c ( N ) c 2 c c c n c 2 1
N # C c 1 c c c ( F ) c c 1 F . c 1 n c [nH] n 1 ,N # C c 1 c c c ( F ) c c 1 - n 1 c n c n 1
N C c 1 c c c ( F ) c c 1 - n 1 c n c n 1 ,N # C c 1 c c c ( F ) c c 1 - n 1 c n c n 1
Cl C c 1 n s c ( Cl ) n 1 . S c 1 c c c c c 1 ,Cl c 1 n c ( C S c 2 c c c c c 2 ) n s 1
N N c 1 c c c ( Cl ) n n 1 . O = C ( O ) c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ,O = C ( N N c 1 c c c ( Cl ) n n 1 ) c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
N # C S c 1 n c ( Cl ) n c c 1 [N+] ( = O ) [O-] . N c 1 c c c ( Cl ) c ( Cl ) c 1 ,N # C S c 1 n c ( N c 2 c c c ( Cl ) c ( Cl ) c 2 ) n c c 1 [N+] ( = O ) [O-]
F C ( F ) ( F ) c 1 c n c ( Cl ) n c 1 Cl . N c 1 c c c ( Cl ) c ( Cl ) c 1 ,F C ( F ) ( F ) c 1 c n c ( N c 2 c c c ( Cl ) c ( Cl ) c 2 ) n c 1 Cl
F c 1 c c c ( C Br ) c c 1 . O = c 1 [nH] c 2 c c c c c 2 c ( = O ) o 1 ,O = c 1 o c ( = O ) n ( C c 2 c c c ( F ) c c 2 ) c 2 c c c c c 1 2
Br C c 1 c c c c c 1 . O = c 1 [nH] c 2 c c c ( F ) c c 2 c ( = O ) o 1 ,O = c 1 o c ( = O ) n ( C c 2 c c c c c 2 ) c 2 c c c ( F ) c c 1 2
F c 1 c c c ( C Br ) c c 1 . O = c 1 [nH] c 2 c c c ( F ) c c 2 c ( = O ) o 1 ,O = c 1 o c ( = O ) n ( C c 2 c c c ( F ) c c 2 ) c 2 c c c ( F ) c c 1 2
C I . O = c 1 [nH] c 2 c c c ( F ) c c 2 c ( = O ) o 1 ,C n 1 c ( = O ) o c ( = O ) c 2 c c ( F ) c c c 2 1
O = C ( O ) c 1 c c ( Cl ) c c c 1 [N+] ( = O ) [O-] ,N c 1 c c c ( Cl ) c c 1 C ( = O ) O
Br C c 1 c c c c c 1 . O = c 1 [nH] c 2 c c c ( Cl ) c c 2 c ( = O ) o 1 ,O = c 1 o c ( = O ) n ( C c 2 c c c c c 2 ) c 2 c c c ( Cl ) c c 1 2
F c 1 c c c ( C Br ) c c 1 . O = c 1 [nH] c 2 c c c ( Cl ) c c 2 c ( = O ) o 1 ,O = c 1 o c ( = O ) n ( C c 2 c c c ( F ) c c 2 ) c 2 c c c ( Cl ) c c 1 2
C O c 1 c c c c c 1 . O = S ( = O ) ( Cl ) c 1 c c c 2 c c ( Br ) c c c 2 c 1 ,C O c 1 c c c ( S ( = O ) ( = O ) c 2 c c c 3 c c ( Br ) c c c 3 c 2 ) c c 1
C O c 1 c c c ( S ( = O ) ( = O ) c 2 c c c 3 c c ( Br ) c c c 3 c 2 ) c c 1 ,O = S ( = O ) ( c 1 c c c ( O ) c c 1 ) c 1 c c c 2 c c ( Br ) c c c 2 c 1
C O c 1 c c c 2 c ( = O ) [nH] c c c 2 c 1 ,c 1 c c c 2 c n c c c 2 c 1
C O c 1 c c c 2 c ( Cl ) n c c c 2 c 1 ,c 1 c c c 2 c n c c c 2 c 1
O = C ( c 1 c c c ( I ) c c 1 ) c 1 c c c 2 [nH] c ( = O ) n c ( - c 3 c c c c ( Cl ) c 3 ) c 2 c 1 . O = P ( Cl ) ( Cl ) Cl ,O = C ( c 1 c c c ( I ) c c 1 ) c 1 c c c 2 n c ( Cl ) n c ( - c 3 c c c c ( Cl ) c 3 ) c 2 c 1
C O c 1 c c c 2 c ( - c 3 c c c ( F ) c c 3 ) c s c 2 c 1 ,O c 1 c c c 2 c ( - c 3 c c c ( F ) c c 3 ) c s c 2 c 1
C c 1 c c n 2 n c n c ( O c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 F ) c 1 2 ,C c 1 c c n 2 n c n c ( O c 3 c c c ( N ) c c 3 F ) c 1 2
O = C ( O ) c 1 c c c c ( Br ) n 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c c c ( - c 2 c c c c c 2 ) n 1
O = C ( O ) c 1 c c c c ( - c 2 c c c c c 2 ) n 1 . O = P ( [O-] ) ( [O-] ) O ,O = C ( O ) c 1 c c c c ( - c 2 c c c c c 2 ) [n+] 1 [O-]
O = C ( O ) c 1 c c ( Br ) c n c 1 O . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c ( - c 2 c c c c c 2 ) c [nH] c 1 = O
C c 1 c c 2 c ( O c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 F ) c c n c 2 [nH] 1 ,C c 1 c c 2 c ( O c 3 c c c ( N ) c c 3 F ) c c n c 2 [nH] 1
I c 1 c n [nH] c 1 . O = C ( Cl ) O c 1 c c c c c 1 ,O = C ( O c 1 c c c c c 1 ) n 1 c c ( I ) c n 1
Cl c 1 c c c c c 1 - c 1 c n [nH] c 1 . O = C ( Cl ) O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ,O = C ( O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ) n 1 c c ( - c 2 c c c c c 2 Cl ) c n 1
O = C ( O ) c 1 c c c ( O c 2 c c c c n 2 ) c c 1 ,O C c 1 c c c ( O c 2 c c c c n 2 ) c c 1
Cl c 1 c c c ( Cl ) n n 1 . O = C c 1 c c c ( O ) c c 1 ,O = C c 1 c c c ( O c 2 c c c ( Cl ) n n 2 ) c c 1
O = C c 1 c c c ( O c 2 c c c ( Cl ) n n 2 ) c c 1 ,O C c 1 c c c ( O c 2 c c c ( Cl ) n n 2 ) c c 1
N # C c 1 c c c n c 1 Cl . O = c 1 c c c ( Br ) c [nH] 1 ,N # C c 1 c c c n c 1 - n 1 c c ( Br ) c c c 1 = O
Br C c 1 c c c c c 1 . O = c 1 [nH] c 2 c c c ( O ) c c 2 n c 1 - c 1 c c c s 1 ,O = c 1 [nH] c 2 c c c ( O C c 3 c c c c c 3 ) c c 2 n c 1 - c 1 c c c s 1
C S c 1 n c c c ( O ) n 1 . N c 1 c c c c c 1 ,O c 1 c c n c ( N c 2 c c c c c 2 ) n 1
C c 1 c c c ( F ) c ( N c 2 c c n c ( Cl ) n 2 ) c 1 . N c 1 c c c ( O ) c c 1 ,C c 1 c c c ( F ) c ( N c 2 c c n c ( N c 3 c c c ( O ) c c 3 ) n 2 ) c 1
C c 1 c c c ( F ) c ( N ) c 1 . Cl c 1 c c n c ( Cl ) n 1 ,C c 1 c c c ( F ) c ( N c 2 c c n c ( Cl ) n 2 ) c 1
C c 1 c c 2 c c c c ( Br ) n 2 n 1 . O = [N+] = O ,C c 1 n n 2 c ( Br ) c c c c 2 c 1 [N+] ( = O ) [O-]
C c 1 n n 2 c ( Br ) c c c c 2 c 1 [N+] ( = O ) [O-] ,C c 1 n n 2 c ( Br ) c c c c 2 c 1 N
C S c 1 n n 2 c c c c c 2 c 1 [N+] ( = O ) [O-] ,C S c 1 n n 2 c c c c c 2 c 1 N
O = [N+] ( [O-] ) c 1 c c c ( C c 2 c c c c ( Cl ) c 2 Cl ) c c 1 ,N c 1 c c c ( C c 2 c c c c ( Cl ) c 2 Cl ) c c 1
O = C ( O ) c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1 . O n 1 n n c 2 c c c c c 2 1 ,C C N C ( = O ) c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1
N C ( = O ) c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1 ,N # C c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1
O = C ( O ) c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1 ,O = c 1 c c c 2 c ( - c 3 c c c c c 3 ) c s c 2 n 1 - c 1 c c c c c 1
N # C c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1 . S ,N C ( = S ) c 1 s c 2 c ( c c c ( = O ) n 2 - c 2 c c c c c 2 ) c 1 - c 1 c c c c c 1
Br C c 1 c c c c c 1 . I c 1 c [nH] c 2 c c c c c 1 2 ,I c 1 c n ( C c 2 c c c c c 2 ) c 2 c c c c c 1 2
I c 1 c n ( C c 2 c c c c c 2 ) c 2 c c c c c 1 2 . O B ( O ) c 1 c c c s 1 ,c 1 c c c ( C n 2 c c ( - c 3 c c c s 3 ) c 3 c c c c c 3 2 ) c c 1
C c 1 c c ( O ) n 2 n c ( - c 3 c c c c c 3 Cl ) c c 2 n 1 . O = P ( Cl ) ( Cl ) Cl ,C c 1 c c ( Cl ) n 2 n c ( - c 3 c c c c c 3 Cl ) c c 2 n 1
C c 1 c n c 2 c ( - c 3 c c c ( Cl ) c c 3 ) c ( - c 3 c c c c c 3 Cl ) n n 2 c 1 O . O = P ( Cl ) ( Cl ) Cl ,C c 1 c n c 2 c ( - c 3 c c c ( Cl ) c c 3 ) c ( - c 3 c c c c c 3 Cl ) n n 2 c 1 Cl
C c 1 c c ( O ) n 2 n c ( - c 3 c c c c c 3 Cl ) c ( - c 3 c c c ( Cl ) c c 3 ) c 2 n 1 . O = P ( Cl ) ( Cl ) Cl ,C c 1 c c ( Cl ) n 2 n c ( - c 3 c c c c c 3 Cl ) c ( - c 3 c c c ( Cl ) c c 3 ) c 2 n 1
C c 1 c c c ( B ( O ) O ) c c 1 . Cl c 1 n c ( Cl ) c 2 [nH] c n c 2 n 1 ,C c 1 c c c ( - n 2 c n c 3 c ( Cl ) n c ( Cl ) n c 3 2 ) c c 1
O = C ( N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 - n 1 c c c n 1 ) c 1 c c c c c 1 ,N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 - n 1 c c c n 1
O = C ( N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 - n 1 c c c n 1 ) c 1 c c c c c 1 ,N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 - n 1 c c c n 1
O = C ( N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 Br ) c 1 c c c c c 1 . c 1 c n [nH] c 1 ,N c 1 [nH] n ( - c 2 c ( Cl ) c c ( Cl ) c c 2 Cl ) c ( = O ) c 1 - n 1 c c c n 1
F c 1 c c ( F ) c c ( Cl ) c 1 . N = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 ,N c 1 c c ( F ) c c ( F ) c 1
C c 1 c c ( Br ) c ( [N+] ( = O ) [O-] ) c ( Br ) n 1 ,C c 1 c c ( Br ) c ( N ) c ( Br ) n 1
C c 1 c c ( Cl ) c ( [N+] ( = O ) [O-] ) c ( Cl ) n 1 ,C c 1 c c ( Cl ) c ( N ) c ( Cl ) n 1
N C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ,C C C N ( C C C ) C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
N C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ,C C C N ( C C C ) C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1
O C c 1 n c c c 2 c c c c c 1 2 ,O = C c 1 n c c c 2 c c c c c 1 2
C n 1 c n c ( [N+] ( = O ) [O-] ) c 1 S c 1 n c n c 2 n c [n-] c 1 2 ,C n 1 c n c ( [N+] ( = O ) [O-] ) c 1 S c 1 n c n c 2 n c [nH] c 1 2
N # C c 1 c c [n+] ( [O-] ) c c 1 . O = P ( Cl ) ( Cl ) Cl ,N # C c 1 c c n c ( Cl ) c 1
O = C c 1 c c c 2 c c [nH] c 2 c 1 ,c 1 c c c 2 [nH] c c c 2 c 1
N c 1 c c c c c 1 O c 1 c c c c c 1 . S = C ( c 1 n c c [nH] 1 ) c 1 n c c [nH] 1 ,S = C = N c 1 c c c c c 1 O c 1 c c c c c 1
N c 1 c s c c 1 N . S = C = N c 1 c ( Cl ) c c c c 1 Cl ,N c 1 c s c c 1 N C ( = S ) N c 1 c ( Cl ) c c c c 1 Cl
N c 1 c s c c 1 N . S = C = N c 1 c ( Cl ) c s c 1 Cl ,N c 1 c s c c 1 N C ( = S ) N c 1 c ( Cl ) c s c 1 Cl
C c 1 c s c ( Cl ) c 1 N c 1 n c 2 c s c c 2 [nH] 1 ,C c 1 c s c ( Cl ) c 1 N c 1 n c 2 c s c c 2 [nH] 1
N # C c 1 c c c c ( I ) c 1 . c 1 n n n [nH] 1 ,I c 1 c c c c ( - c 2 n n [nH] n 2 ) c 1
N # C c 1 c c c c ( Br ) c 1 . [N-] = [N+] = [N-] ,Br c 1 c c c c ( - c 2 n n [nH] n 2 ) c 1
N # C c 1 c n c c ( Br ) c 1 . c 1 n n n [nH] 1 ,Br c 1 c n c c ( - c 2 n n [nH] n 2 ) c 1
O = S ( Cl ) Cl . O C c 1 c c c ( - c 2 c c c c c 2 ) n c 1 ,Cl C c 1 c c c ( - c 2 c c c c c 2 ) n c 1
O = S ( Cl ) Cl . O C c 1 c n c c ( - c 2 c c c c c 2 ) c 1 ,Cl C c 1 c n c c ( - c 2 c c c c c 2 ) c 1
Cl c 1 c c c ( - c 2 c c c c c 2 ) n c 1 . O = C ( [O-] ) O ,O C c 1 n c ( - c 2 c c c c c 2 ) c c c 1 Cl
O C c 1 n c ( - c 2 c c c c c 2 ) c c c 1 Cl ,O C c 1 c c c c ( - c 2 c c c c c 2 ) n 1
O = C ( Cl ) c 1 c ( Cl ) c c c c 1 Cl . O B ( O ) c 1 c c c c ( O ) c 1 ,O = C ( O c 1 c c c c ( B ( O ) O ) c 1 ) c 1 c ( Cl ) c c c c 1 Cl
N c 1 c c c ( O c 2 c c c c c 2 ) c c 1 . O = C ( O ) c 1 n c c c c 1 O ,O = C ( N c 1 c c c ( O c 2 c c c c c 2 ) c c 1 ) c 1 n c c c c 1 O
C O c 1 c c c 2 n s n c 2 c 1 ,O c 1 c c c 2 n s n c 2 c 1
N # C [Cu] . N c 1 c c c ( Br ) c c 1 Br ,N # C c 1 c c c ( Br ) c c 1 Br
N S ( = O ) ( = O ) c 1 c c c ( Cl ) c c 1 . O = C ( O ) c 1 c c c ( Br ) c c 1 Cl ,O = C ( N S ( = O ) ( = O ) c 1 c c c ( Cl ) c c 1 ) c 1 c c c ( Br ) c c 1 Cl
N S ( = O ) ( = O ) c 1 c c c c c 1 . O = C ( Cl ) c 1 c c c ( Cl ) c c 1 Cl ,O = C ( N S ( = O ) ( = O ) c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1 Cl
N S ( = O ) ( = O ) c 1 c c c ( Cl ) c c 1 . O = C ( Cl ) c 1 c c c ( Cl ) c c 1 Cl ,O = C ( N S ( = O ) ( = O ) c 1 c c c ( Cl ) c c 1 ) c 1 c c c ( Cl ) c c 1 Cl
N = C ( N ) c 1 c c c ( Cl ) c c 1 . O = S ( = O ) ( Cl ) c 1 c c c ( F ) c ( Cl ) c 1 ,N = C ( N S ( = O ) ( = O ) c 1 c c c ( F ) c ( Cl ) c 1 ) c 1 c c c ( Cl ) c c 1
N = C ( N ) c 1 c c c ( F ) c ( Cl ) c 1 . O = S ( = O ) ( Cl ) c 1 c c c ( F ) c ( Cl ) c 1 ,N = C ( N S ( = O ) ( = O ) c 1 c c c ( F ) c ( Cl ) c 1 ) c 1 c c c ( F ) c ( Cl ) c 1
O = C ( N S ( = O ) ( = O ) c 1 c c c ( I ) c c 1 ) c 1 c c c ( Cl ) c c 1 Cl . O B ( O ) c 1 c c s c 1 ,O = C ( N S ( = O ) ( = O ) c 1 c c c ( - c 2 c c s c 2 ) c c 1 ) c 1 c c c ( Cl ) c c 1 Cl
O = P ( Cl ) ( Cl ) Cl . O c 1 n c ( C ( F ) ( F ) F ) n c 2 c c c ( Cl ) c c 1 2 ,F C ( F ) ( F ) c 1 n c ( Cl ) c 2 c c ( Cl ) c c c 2 n 1
C c 1 n c ( O ) c 2 c c ( Cl ) c c c 2 n 1 . O = P ( Cl ) ( Cl ) Cl ,C c 1 n c ( Cl ) c 2 c c ( Cl ) c c c 2 n 1
N c 1 c c c c c 1 O . O = C ( Cl ) c 1 c c c c c 1 ,O = C ( N c 1 c c c c c 1 O ) c 1 c c c c c 1
N # C c 1 c c c c c 1 O . [N-] = [N+] = [N-] ,O c 1 c c c c c 1 - c 1 n n [nH] n 1
C I . O c 1 c c c c c 1 - c 1 n n [nH] n 1 ,C n 1 n n c ( - c 2 c c c c c 2 O ) n 1
Br Br . C O c 1 c c c c ( F ) c 1 ,C O c 1 c c c c ( F ) c 1 Br
C O c 1 c ( F ) c c c c 1 Cl ,O c 1 c ( F ) c c c c 1 Cl
N O . O = C c 1 s c c c 1 Br ,O N = C c 1 s c c c 1 Br
O = C ( Cl ) c 1 c c c n c 1 Cl . c 1 c c [nH] c 1 ,O = C ( c 1 c c c [nH] 1 ) c 1 c c c n c 1 Cl
N N . O = C ( c 1 c c c [nH] 1 ) c 1 c c c n c 1 Cl ,c 1 c [nH] c ( - c 2 n [nH] c 3 n c c c c 2 3 ) c 1
O = C ( Cl ) c 1 c c c n c 1 Cl . c 1 c c c ( - c 2 c c [nH] c 2 ) c c 1 ,O = C ( c 1 c c c n c 1 Cl ) c 1 [nH] c c c 1 - c 1 c c c c c 1
N N . O = C ( c 1 c c c n c 1 Cl ) c 1 [nH] c c c 1 - c 1 c c c c c 1 ,c 1 c c c ( - c 2 c c [nH] c 2 - c 2 n [nH] c 3 n c c c c 2 3 ) c c 1
Cl c 1 c c c c ( Cl ) c 1 - c 1 c c [nH] c 1 . O = C ( Cl ) c 1 c c c n c 1 Cl ,O = C ( c 1 c c ( - c 2 c ( Cl ) c c c c 2 Cl ) c [nH] 1 ) c 1 c c c n c 1 Cl
N N . O = C ( c 1 c c ( - c 2 c ( Cl ) c c c c 2 Cl ) c [nH] 1 ) c 1 c c c n c 1 Cl ,Cl c 1 c c c c ( Cl ) c 1 - c 1 c [nH] c ( - c 2 n [nH] c 3 n c c c c 2 3 ) c 1
Cl c 1 c c c c ( Cl ) c 1 - c 1 c c [nH] c 1 . O = C ( Cl ) c 1 c c c n c 1 Cl ,O = C ( c 1 c c c n c 1 Cl ) c 1 [nH] c c c 1 - c 1 c ( Cl ) c c c c 1 Cl
N N . O = C ( c 1 c c c n c 1 Cl ) c 1 [nH] c c c 1 - c 1 c ( Cl ) c c c c 1 Cl ,Cl c 1 c c c c ( Cl ) c 1 - c 1 c c [nH] c 1 - c 1 n [nH] c 2 n c c c c 1 2
N N . O = C ( c 1 c c c [nH] 1 ) c 1 c c c ( Cl ) n c 1 Cl ,Cl c 1 c c c 2 c ( - c 3 c c c [nH] 3 ) n [nH] c 2 n 1
O = C ( c 1 c c c [nH] 1 ) c 1 c c c n c 1 Cl . O = S ( = O ) ( O ) Cl ,O = C ( c 1 c c ( S ( = O ) ( = O ) Cl ) c [nH] 1 ) c 1 c c c n c 1 Cl
O = C ( Cl ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl . c 1 c c [nH] c 1 ,O = C ( c 1 c c c [nH] 1 ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl
N N . O = C ( c 1 c c c [nH] 1 ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl ,O = [N+] ( [O-] ) c 1 c c c 2 [nH] n c ( - c 3 c c c [nH] 3 ) c 2 c 1
N N . O = C ( c 1 c c ( Br ) c [nH] 1 ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl ,O = [N+] ( [O-] ) c 1 c c c 2 [nH] n c ( - c 3 c c ( Br ) c [nH] 3 ) c 2 c 1
